  cls    ig     type   clase    smass     u         g        r         sfr      Mcoldgas  Mhotgas  Tau    OH       bt    ssfr    
  12     505902   2      BS     10.257   -16.533   -18.347   -19.354   99.0     9.525    10.768   8.655   10.068   0.814   99.0     
  12     505904   2      BS     9.856    -16.468   -17.845   -18.675   99.0     9.128    8.902    8.159   10.031   0.788   99.0     
  12     505907   2      CL     9.164    -14.101   -15.823   -16.775   99.0     7.687    6.19     9.268   9.877    0.0     99.0     
  12     505918   2      BS     10.655   -16.91    -18.888   -19.995   99.0     9.732    11.307   9.595   10.093   0.943   99.0     
  12     505934   2      CL     10.475   -18.441   -19.452   -20.131   -0.005   9.588    10.206   7.769   10.352   0.861   -10.48   
  12     505942   2      CL     9.143    -14.098   -15.788   -16.716   99.0     99.0     5.233    9.919   13.996   0.0     99.0     
  12     505950   2      CL     9.215    -14.344   -15.903   -16.814   99.0     7.495    8.042    0.671   9.64     0.818   99.0     
  12     505954   2      CL     9.269    -14.565   -16.25    -17.171   99.0     99.0     3.948    8.152   13.996   0.0     99.0     
  12     505958   2      CL     9.193    -14.403   -16.066   -16.975   99.0     99.0     99.0     8.867   13.996   0.0     99.0     
  12     505960   2      CL     9.278    -14.493   -16.188   -17.115   99.0     99.0     99.0     9.127   13.996   0.0     99.0     
  12     506008   2      CL     10.007   -15.922   -17.749   -18.753   99.0     99.0     7.942    8.562   13.996   0.362   99.0     
  12     506010   2      BS     9.958    -15.827   -17.707   -18.733   99.0     8.672    7.491    7.295   10.224   0.0     99.0     
  12     506042   2      CL     9.919    -15.766   -17.55    -18.541   99.0     99.0     7.189    8.809   13.996   0.57    99.0     
  12     506043   2      CL     9.107    -13.981   -15.68    -16.609   99.0     99.0     5.408    0.327   13.996   0.0     99.0     
  12     506054   2      BS     9.612    -15.122   -16.856   -17.81    99.0     99.0     5.909    0.101   13.996   0.008   99.0     
  12     506056   2      CL     9.017    -13.747   -15.404   -16.32    99.0     3.838    3.988    1.564   9.636    0.0     99.0     
  12     506058   2      CL     9.001    -13.626   -15.37    -16.323   99.0     99.0     4.419    9.452   13.996   0.0     99.0     
  12     506065   2      BS     10.543   -19.334   -20.2     -20.745   0.362    10.052   10.943   7.366   10.142   0.504   -10.181  
  12     506146   2      IN     9.35     -14.35    -16.152   -17.138   99.0     99.0     99.0     8.948   13.996   0.0     99.0     
  12     506148   2      IN     9.275    -14.782   -16.395   -17.314   99.0     8.521    9.611    6.548   9.86     0.0     99.0     
  12     506151   2      IN     9.534    -15.526   -16.965   -17.837   99.0     8.243    9.358    7.606   9.947    0.0     99.0     
  12     506232   2      IL     9.071    -14.4     -16.027   -16.912   99.0     8.223    99.0     6.987   9.773    0.983   99.0     
  12     506271   2      IL     9.089    -15.286   -16.474   -17.173   99.0     8.671    9.376    7.605   9.55     0.99    99.0     
  12     506273   2      IL     9.447    -16.041   -17.248   -17.96    99.0     9.052    8.867    7.305   9.857    0.925   99.0     
  12     506285   2      IN     9.229    -14.243   -16.035   -17.012   99.0     99.0     3.989    7.282   13.996   0.0     99.0     
  12     506306   2      IL     10.287   -16.072   -18.011   -19.129   99.0     9.06     10.652   7.613   10.064   0.911   99.0     
  12     506333   2      IN     9.032    -17.053   -17.801   -18.156   -0.731   8.837    9.871    4.192   9.815    0.0     -9.763   
  12     506350   2      IL     9.341    -14.927   -16.541   -17.426   99.0     99.0     8.057    8.142   13.996   0.0     99.0     
  12     506364   2      IL     9.021    -13.843   -15.575   -16.53    99.0     8.427    5.839    7.719   9.985    0.0     99.0     
  12     506404   2      IL     9.452    -15.034   -16.732   -17.665   99.0     99.0     99.0     7.109   13.996   0.875   99.0     
  12     506407   2      IL     9.626    -16.21    -17.613   -18.454   99.0     8.747    8.588    4.638   10.227   0.0     99.0     
  12     506409   2      IL     9.347    -15.224   -16.624   -17.454   99.0     8.577    9.236    7.956   9.92     0.0     99.0     
  12     506417   2      IL     9.578    -15.803   -17.25    -18.093   99.0     8.454    9.054    6.936   10.015   0.0     99.0     
  12     506418   2      IL     9.051    -14.101   -15.669   -16.563   99.0     8.592    8.52     9.09    9.749    0.0     99.0     
  12     506425   2      IL     9.599    -15.05    -16.864   -17.856   99.0     9.053    6.943    7.732   10.177   0.017   99.0     
  12     506426   2      IL     9.274    -14.368   -16.151   -17.126   99.0     6.144    6.175    7.413   10.222   0.0     99.0     
  12     506435   2      IL     9.549    -15.248   -16.959   -17.893   99.0     8.352    7.37     7.931   9.963    0.127   99.0     
  12     506460   2      IN     9.202    -14.65    -16.091   -16.965   99.0     8.465    7.8      8.831   9.811    0.96    99.0     
  12     506467   2      IN     9.137    -16.702   -17.577   -18.051   -0.814   9.164    9.958    4.262   9.782    0.0     -9.951   
  12     506475   2      IN     9.153    -14.3     -15.942   -16.847   99.0     8.061    7.788    9.107   9.691    0.0     99.0     
  12     506478   2      IN     9.619    -15.554   -17.286   -18.214   99.0     8.54     8.314    6.635   10.079   0.0     99.0     
  12     506480   2      IN     10.166   -16.716   -18.463   -19.431   99.0     9.477    10.763   6.269   10.018   0.926   99.0     
  12     506492   2      IN     9.564    -15.422   -16.896   -17.775   99.0     8.467    8.801    9.581   9.861    0.97    99.0     
  12     506515   2      IL     9.061    -13.548   -15.363   -16.36    99.0     7.726    4.652    9.289   10.143   0.0     99.0     
  12     506519   2      IL     9.35     -16.849   -17.755   -18.271   -0.801   8.973    9.563    5.907   9.978    0.083   -10.151  
  12     506531   2      IN     9.552    -15.547   -16.955   -17.849   99.0     9.058    9.732    6.018   9.908    0.0     99.0     
  12     506535   2      IN     10.152   -16.337   -18.196   -19.229   99.0     8.749    10.006   6.122   10.15    0.998   99.0     
  12     506548   2      IN     9.26     -16.236   -17.227   -17.824   99.0     8.666    9.755    5.905   9.9      0.0     99.0     
  12     506555   2      IN     9.354    -15.246   -16.719   -17.554   99.0     8.529    8.209    7.906   9.934    0.0     99.0     
  12     506562   2      IN     10.209   -18.095   -19.015   -19.647   -0.061   9.671    10.217   6.597   10.18    0.664   -10.27   
  12     506571   2      IN     9.611    -15.091   -16.886   -17.909   99.0     7.915    8.877    6.167   9.945    0.978   99.0     
  12     506619   2      IL     9.454    -15.043   -16.73    -17.651   99.0     99.0     99.0     8.01    13.996   0.999   99.0     
  12     506642   2      IN     9.66     -17.645   -18.545   -19.079   -0.09    9.804    9.8      3.351   10.004   0.331   -9.75    
  12     506661   2      IL     9.197    -14.239   -15.915   -16.834   99.0     99.0     5.571    0.595   13.996   0.0     99.0     
  12     506674   2      IL     9.181    -15.437   -16.619   -17.316   99.0     8.715    9.435    7.939   9.776    0.0     99.0     
  12     506676   2      IL     9.197    -14.26    -15.95    -16.882   99.0     7.142    7.029    9.194   9.678    0.0     99.0     
  12     506708   2      IL     9.951    -18.095   -19.003   -19.567   -0.06    9.645    10.051   4.75    10.137   0.061   -10.011  
  12     506711   2      IL     9.183    -15.494   -16.657   -17.366   99.0     8.814    9.422    6.667   9.785    0.983   99.0     
  12     506726   2      IL     9.138    -14.843   -16.213   -17.008   99.0     8.558    8.484    8.108   9.819    0.954   99.0     
  12     506731   2      IL     10.286   -18.183   -19.289   -19.969   -0.251   9.225    9.745    7.154   9.999    0.566   -10.537  
  12     506733   2      IL     9.465    -16.19    -17.323   -18.034   99.0     8.232    9.776    6.311   9.938    0.0     99.0     
  12     506734   2      IL     9.026    -16.47    -17.328   -17.788   -0.89    8.914    9.963    4.57    9.767    0.0     -9.916   
  12     506760   2      IN     9.375    -15.91    -17.092   -17.808   99.0     8.87     9.322    6.661   9.881    0.0     99.0     
  12     506761   2      IN     9.46     -16.672   -17.637   -18.23    -0.712   9.067    9.763    6.144   9.996    0.0     -10.172  
  12     506772   2      IN     10.198   -15.961   -17.926   -19.007   99.0     99.0     99.0     8.76    13.996   0.862   99.0     
  12     506823   2      IN     9.332    -14.948   -16.442   -17.306   99.0     8.271    8.476    9.093   9.902    0.0     99.0     
  12     506841   2      IN     9.289    -17.229   -18.066   -18.506   -0.65    9.204    9.731    4.312   9.876    0.0     -9.939   
  12     506849   2      IN     9.227    -15.068   -16.405   -17.208   99.0     8.271    9.687    7.95    9.796    0.0     99.0     
  12     506871   2      IN     9.363    -14.718   -16.423   -17.353   99.0     99.0     6.912    8.73    13.996   0.014   99.0     
  12     506883   2      IN     9.096    -14.09    -15.726   -16.611   99.0     8.232    6.911    0.458   9.665    0.518   99.0     
  12     506902   2      IN     9.835    -15.533   -17.336   -18.335   99.0     99.0     99.0     8.454   13.996   0.768   99.0     
  12     506904   2      IN     9.75     -15.477   -17.14    -18.099   99.0     9.069    7.825    9.318   10.034   0.894   99.0     
  12     506909   2      IN     9.476    -14.905   -16.636   -17.586   99.0     99.0     8.368    8.447   13.996   0.0     99.0     
  12     506916   2      IN     9.024    -14.466   -15.859   -16.656   99.0     8.315    7.829    9.49    9.602    0.981   99.0     
  12     506918   2      IN     9.093    -13.986   -15.675   -16.61    99.0     99.0     4.456    9.299   13.996   0.0     99.0     
  12     506919   2      IN     9.008    -13.906   -15.527   -16.417   99.0     99.0     3.972    0.601   13.996   0.0     99.0     
  12     506943   2      IL     9.692    -15.159   -16.967   -17.962   99.0     99.0     4.767    9.167   13.996   0.028   99.0     
  12     506953   2      IL     9.045    -14.221   -15.958   -16.9     99.0     8.404    7.197    5.11    10.16    0.0     99.0     
  12     506954   2      IL     9.124    -14.524   -16.137   -17.016   99.0     99.0     99.0     7.155   13.996   1.0     99.0     
  12     506962   2      IL     9.178    -14.382   -16.056   -16.968   99.0     99.0     99.0     8.795   13.996   0.0     99.0     
  12     506988   2      IL     9.177    -14.087   -15.83    -16.788   99.0     99.0     99.0     8.973   13.996   0.0     99.0     
  12     506991   2      IL     9.524    -14.605   -16.461   -17.474   99.0     8.038    6.037    9.364   10.211   0.0     99.0     
  12     506992   2      IL     9.561    -14.772   -16.571   -17.562   99.0     9.084    5.772    9.897   10.165   0.04    99.0     
  12     506999   2      IL     9.026    -16.393   -17.301   -17.798   99.0     8.684    8.978    3.632   9.995    0.0     99.0     
  12     507011   2      IL     9.208    -14.264   -15.943   -16.863   99.0     99.0     99.0     0.467   13.996   0.0     99.0     
  12     507024   2      IL     9.051    -13.896   -15.594   -16.532   99.0     8.312    4.1      8.736   9.93     0.0     99.0     
  12     507026   2      IL     9.678    -14.653   -16.572   -17.642   99.0     8.271    4.834    9.92    10.175   0.081   99.0     
  12     507029   2      IL     10.408   -16.537   -18.421   -19.476   99.0     99.0     10.332   0.46    13.996   0.726   99.0     
  12     507036   2      IL     9.353    -14.716   -16.444   -17.386   99.0     8.387    6.441    7.838   10.055   0.0     99.0     
  12     507037   2      IL     9.264    -15.069   -16.42    -17.185   99.0     8.434    99.0     9.872   9.67     0.917   99.0     
  12     507043   2      IL     9.602    -14.493   -16.421   -17.475   99.0     4.865    5.278    0.075   10.338   0.0     99.0     
  12     507044   2      IL     10.066   -16.027   -17.831   -18.833   99.0     8.531    6.937    9.422   10.196   0.005   99.0     
  12     507047   2      IL     9.226    -14.082   -15.881   -16.864   99.0     99.0     6.116    8.764   13.996   0.0     99.0     
  12     507050   2      IL     9.977    -15.752   -17.536   -18.532   99.0     99.0     10.367   0.874   13.996   0.798   99.0     
  12     507060   2      IL     9.31     -14.376   -16.095   -17.039   99.0     99.0     99.0     0.716   13.996   0.0     99.0     
  12     507072   2      IL     9.048    -14.079   -15.706   -16.595   99.0     99.0     99.0     9.727   13.996   0.0     99.0     
  12     507081   2      IL     9.513    -14.932   -16.669   -17.623   99.0     99.0     99.0     9.381   13.996   0.0     99.0     
  12     507099   2      IL     9.647    -15.38    -17.132   -18.087   99.0     7.832    8.187    7.552   10.038   0.109   99.0     
  12     507105   2      IL     9.375    -17.415   -18.244   -18.689   -0.471   9.37     9.759    4.16    9.976    0.0     -9.846   
  12     507116   2      IL     9.348    -14.685   -16.378   -17.309   99.0     7.678    6.168    7.964   10.084   0.178   99.0     
  12     507171   2      IL     10.182   -18.685   -19.577   -20.136   0.039    9.886    10.337   4.816   10.125   0.391   -10.143  
  12     507177   2      IL     9.561    -16.261   -17.483   -18.214   99.0     9.177    8.921    6.624   9.976    0.898   99.0     
  12     507190   2      IL     10.264   -17.445   -18.705   -19.532   -0.626   9.241    9.638    7.788   10.252   0.886   -10.89   
  12     507191   2      IL     9.412    -15.325   -16.956   -17.834   99.0     9.156    99.0     5.947   9.627    0.674   99.0     
